TYPE,CYL,ENGINE L,FUEL TANK L,CONS. L/100km,FUEL TYPE,CAR
SUV,4,2.2,60,6.2,DIESEL,Mitsubishi Outlander
SUV,4,2.0,62,6.4,DIESEL,Hyundai Tucson
SUV,4,2.0,62,6.4,DIESEL,Kia Sportage
SUV,4,2.0,60,6.0,DIESEL,Nissan X-TRAIL
SUV,4,2.2,58,5.7,DIESEL,Mazda CX-5
SUV,6,3.0,65,6.3,DIESEL,Audi Q5
SUV,4,2.0,53,5.0,DIESEL,Peugeot 3008
SUV,6,3.0,68,6.4,DIESEL,Alpina XD3
SUV,4,2.0,60,5.5,DIESEL,Ford Escape
SUV,4,2.0,85,7.7,DIESEL,Land  Rover Defender
SUV,4,2.0,60,5.4,DIESEL,Volvo XC60
SUV,4,2.0,56,5.0,DIESEL,Peugeot 5008
SUV,6,3.0,68,6.0,DIESEL,BMW X3
SUV,4,2.0,65,5.7,DIESEL,Land  Rover Discovery  Sport
SUV,4,2.0,65,5.7,DIESEL,Land  Rover Range  Rover Evoque
SUV,4,2.0,65,5.4,DIESEL,Audi Q5
SUV,4,2.2,64,4.8,DIESEL,Alfa  Romeo Stelvio
Passenger,4,2.5,75,8.8,DIESEL,Hyundai iMax
Passenger,4,1.9,75,8.7,DIESEL,LDV G10
Passenger,4,2.8,70,8.0,DIESEL,Toyota Granvia
Passenger,4,2.1,70,6.9,DIESEL,Mercedes-Benz Marco  Polo ACTIVITY
Passenger,4,2.1,70,6.7,DIESEL,Mercedes-Benz V-Class
Passenger,4,2.2,80,7.6,DIESEL,Kia Carnival
Passenger,4,2.1,70,6.6,DIESEL,Mercedes-Benz Valente
Light  Commercial,4,2.0,70,8.2,DIESEL,Great  Wall Steed
Light  Commercial,4,2.8,76,8.6,DIESEL,Holden Colorado
Light  Commercial,5,3.2,80,8.9,DIESEL,Mazda BT-50
Light  Commercial,4,2.4,75,7.8,DIESEL,Mitsubishi Triton
Light  Commercial,5,3.2,80,8.2,DIESEL,Ford Ranger
Light  Commercial,4,2.2,80,8.0,DIESEL,Mazda BT-50
Light  Commercial,4,2.8,80,7.9,DIESEL,Toyota Hilux
Light  Commercial,4,2.4,80,7.8,DIESEL,Toyota Hilux
Light  Commercial,4,2.3,80,7.6,DIESEL,Mercedes-Benz X-Class
Light  Commercial,4,3.0,76,7.2,DIESEL,Isuzu D-MAX
Light  Commercial,4,2.0,80,6.7,DIESEL,Ford Ranger
Light  Commercial,4,2.2,80,6.5,DIESEL,Ford Ranger
Light  Commercial,4,2.3,80,6.4,DIESEL,Nissan Navara
Light  Commercial,6,3.0,98,11.9,DIESEL,RAM 1500
Light  Commercial,6,3.0,80,9.7,DIESEL,Volkswagen Amarok
Light  Commercial,4,2.8,75,8.8,DIESEL,LDV T60
Light  Commercial,4,2.2,75,8.6,DIESEL,SsangYong Musso
Light  Commercial,4,2.0,75,8.5,DIESEL,LDV T60
Light  Commercial,4,2.8,76,8.6,DIESEL,Holden  Special Vehicles Colorado
Light  Commercial,6,3.0,80,8.8,DIESEL,Mercedes-Benz X-Class
Light  Commercial,4,2.0,80,8.0,DIESEL,Volkswagen Amarok
Light  Commercial,8,4.5,130,10.7,DIESEL,Toyota Landcruiser
Light  Commercial,4,2.8,76,8.9,DIESEL,Foton Tunland
Light  Commercial,4,2.2,80,8.5,DIESEL,Mahindra PIK-UP
Passenger,4,1.6,50,4.7,DIESEL,Hyundai i30
SUV,4,1.6,47,5.5,DIESEL,SsangYong Korando
SUV,4,2.0,55,6.0,DIESEL,Jaguar E-PACE
SUV,4,2.0,51,5.1,DIESEL,BMW X2
SUV,4,2.0,51,4.8,DIESEL,MINI Countryman
SUV,4,2.0,61,5.3,DIESEL,BMW X1
SUV,4,2.0,66,5.7,DIESEL,Jeep Compass
Passenger,6,2.9,70,5.4,DIESEL,Mercedes-Benz S-Class
Passenger,6,3.0,78,5.7,DIESEL,BMW 7  Series
Passenger,6,3.0,82,5.9,DIESEL,Audi A8
SUV,8,4.4,86,9.3,DIESEL,Land  Rover Range  Rover
SUV,8,4.5,93,9.5,DIESEL,Lexus LX
SUV,4,2.0,77,7.4,DIESEL,Land  Rover Discovery
SUV,6,3.0,86,7.9,DIESEL,Land  Rover Range  Rover
SUV,8,4.0,85,7.8,DIESEL,Audi SQ8
SUV,6,3.0,85,7.8,DIESEL,Land  Rover Discovery
SUV,6,3.0,80,7.3,DIESEL,BMW X7
SUV,6,2.9,90,7.7,DIESEL,Mercedes-Benz GLS-Class
SUV,6,3.0,85,6.9,DIESEL,Audi Q8
Heavy  Commercial,4,2.3,90,6.1,DIESEL,Fiat Ducato
Light  Commercial,4,2.5,80,9.4,DIESEL,LDV V80
Light  Commercial,4,2.8,70,7.5,DIESEL,Toyota Hiace
Light  Commercial,4,2.5,75,7.6,DIESEL,Hyundai iLoad
Light  Commercial,4,2.1,70,6.9,DIESEL,Mercedes-Benz Vito
Light  Commercial,4,2.0,55,5.3,DIESEL,Volkswagen Caddy
Light  Commercial,4,2.0,72,6.6,DIESEL,Ford Transit  Custom
Light  Commercial,4,2.0,80,7.3,DIESEL,Mitsubishi Express
Light  Commercial,4,2.0,80,7.3,DIESEL,Renault Trafic
Light  Commercial,4,2.0,69,6.2,DIESEL,Peugeot Expert
Light  Commercial,4,1.6,70,6.2,DIESEL,Mercedes-Benz Vito
Light  Commercial,4,1.5,60,5.2,DIESEL,Renault Kangoo
Light  Commercial,4,1.6,80,6.6,DIESEL,Renault Trafic
Light  Commercial,4,1.6,80,6.2,DIESEL,Mitsubishi Express
Light  Commercial,4,1.6,69,5.2,DIESEL,Peugeot Expert
